Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2023_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2023,3,89,344,58,207
12month_rolling,,Lymph Node Biopsy,,Zone 3,Cape Breton Regional,2024,3,,,15,61
2023_q2,,Knee Scope,,Zone 1,South Shore Regional,2023,2,79,236,89,232
3month_rolling,,Chest Scopes  (Adult),,Total,Provincial,2024,3,,,19,378
2024_q2,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2024,2,63,453,103,244
12month_rolling,,Oculo Plastic Surgery,,Zone 1,Yarmouth Regional,2024,3,119,243,150,312
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Prasad, Bangaradka Radhakrishna",,,,,46,130,32,56
12month_rolling,Ophthalmology,Vitreoretinal Diseases,"Dickinson, John D",,,,,28,99,33,118
2023_q1,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2023,1,58,210,65,212
2024_q1,,Hernia Repair - Ventral,,Total,Provincial,2024,1,42,130,63,400
2023_q4,,Bowel Resection,,Zone 3,St. Martha's Regional,2023,4,,,25,36
2023_q2,,Gallbladder Surgery,,Zone 4,Hants Community Hospital,2023,2,100,150,,
2024_q1,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2024,1,38,148,45,92
2024_q3,,Ear Tubes  (Adult),,Zone 1,Yarmouth Regional,2024,3,,,58,152
12month_rolling,,Salivary Gland Surgery,,Total,Provincial,2024,3,61,167,53,165
12month_rolling,Urology,Kidney Stone Surgery,"Whelan, Emily",,,,,18,40,52,113
12month_rolling,Ophthalmology,Cataract Surgery,"Mann, Colin",,,,,128,195,336,412
12month_rolling,Plastic Surgery,All,"Rasmussen, Philip John",,,,,48,170,42,118
2023_q1,,Endometrial Ablation,,Total,Provincial,2023,1,97,543,56,244
2023_q2,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2023,2,,,43,128
12month_rolling,Orthopaedic,Knee Scope,"Biddulph, Michael Paul",,,,,39,63,157,485
2022_q4,,Gastrointestinal Tract Surgery,,IWK,IWK,2022,4,,,61,113
12month_rolling,Ophthalmology,Lacrimal Duct Probing,"Archibald, Curtis",,,,,41,280,41,184
12month_rolling,,Hernia Repair - Umbilical,,IWK,IWK,2024,3,104,614,191,373
3month_rolling,Otolaryngology (ENT),,,,,2024,3,,,88,347
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Spence, Richard",,,,,29,127,40,114
12month_rolling,Urology,All,"Kokorovic, Andrea",,,,,20,67,46,131
2024_q1,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2024,1,99,243,155,512
2022_q4,,Gastric Surgery,,Zone 4,QE2,2022,4,20,33,53,127
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"Kujath, Magdalena",,,,,267,365,142,209
2024_q3,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2024,3,64,199,60,141
2023_q4,,Carotid Endarterectomy,,Total,Provincial,2023,4,,,21,40
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Black, Brittany",,,,,50,50,58,113
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Incisional,"Lefel, Oleg",,,,,18,62,66,111
2022_q4,,Male Circumcision  (Adult),,Zone 4,QE2,2022,4,,,189,265
2024_q1,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2024,1,146,215,68,96
2023_q4,,Breast Cancer Surgery,,Zone 4,QE2,2023,4,,,27,67
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Enright, Jonathan Boyde",,,,,14,104,31,73
2023_q4,,Bladder Cancer Surgery,,Zone 3,Northside General,2023,4,,,34,128
12month_rolling,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2024,3,41,97,60,147
2023_q2,,Knee Replacement,,Zone 2,Aberdeen Hospital,2023,2,200,364,88,604
2023_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2023,1,87,308,87,303
12month_rolling,Ophthalmology,Cornea and External Disease,"Lewis, Darrell",,,,,86,133,194,298
2023_q1,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2023,1,76,175,44,103
2023_q4,,Cystoscopy,,Zone 1,Valley Regional,2023,4,21,366,39,252
2024_q2,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 3,St. Martha's Regional,2024,2,27,113,140,242
2023_q3,,Hip Replacement,,Zone 3,Cape Breton Regional,2023,3,118,192,63,205
2023_q3,,Aneurysm Repair,,Total,Provincial,2023,3,30,127,31,167
12month_rolling,Urology,Male Circumcision  (Adult),"Duplisea, Jonathan",,,,,143,210,145,1067
12month_rolling,Orthopaedic,Knee Replacement Revision,"Biddulph, Michael Paul",,,,,,,107,838
2023_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2023,3,89,132,,
2022_q4,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2022,4,63,108,70,225
2024_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2024,3,218,412,184,401
12month_rolling,Plastic Surgery,All,"Stein, John D",,,,,108,1005,30,114
2024_q2,,Male Reproductive System Surgery,,IWK,IWK,2024,2,,,147,769
2024_q1,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2024,1,18,63,23,69
12month_rolling,Urology,Cystoscopy,"Mason, Ross",,,,,35,171,43,130
2024_q1,,Pilonidal Cyst Surgery,,Total,Provincial,2024,1,93,229,78,212
12month_rolling,Vascular Surgery,Angioplasty,"Lee, Min S",,,,,39,75,29,189
12month_rolling,Urology,Prostatectomy,"Miller, M Dale",,,,,25,36,59,76
2023_q4,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2023,4,88,425,211,729
12month_rolling,,Head and Neck Surgery,,Zone 2,Cumberland Regional,2024,3,29,57,48,84
2022_q4,,Bowel Resection,,Zone 4,QE2,2022,4,22,347,27,398
12month_rolling,Ophthalmology,All,"Rafuse, Paul E",,,,,51,118,67,176
3month_rolling,,Knee Replacement Revision,,Total,Provincial,2024,3,145,343,95,170
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Williams, Blair",,,,,71,148,174,491
12month_rolling,Orthopaedic,Knee Replacement Revision,"O'Neill, Michelle E",,,,,119,170,71,124
2022_q4,,Hip Arthroscopy,,Total,Provincial,2022,4,54,314,237,537
12month_rolling,General Surgery,All,"Johnson, Paul M",,,,,74,310,48,548
2023_q4,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2023,4,7,31,33,50
2023_q1,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2023,1,,,29,287
2022_q4,,Gallbladder Surgery,,Zone 1,Valley Regional,2022,4,32,108,46,275
2024_q1,,Cataract Surgery,,Zone 3,Cape Breton Regional,2024,1,54,136,29,98
2023_q2,,Video-Assisted Thoracic Surgery,,Total,Provincial,2023,2,23,46,32,83
2024_q1,,Shoulder Arthroplasty,,Total,Provincial,2024,1,80,350,215,398
2023_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2023,1,,,154,447
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Cockwell, Heather",,,,,182,270,257,425
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Stewart, Riley",,,,,100,358,99,556
2024_q1,,Brain Surgery  (Pediatric),,IWK,IWK,2024,1,,,80,116
2023_q1,,Lung Surgery,,Total,Provincial,2023,1,27,49,25,69
12month_rolling,Vascular Surgery,All,"Lee, Min S",,,,,24,188,35,177
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Taylor, Benjamin A",,,,,179,560,106,237
2022_q4,,Bowel Resection - Laparoscopic,,Total,Provincial,2022,4,22,149,28,188
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Cockwell, Heather",,,,,254,588,106,148
2024_q3,,Breast Reconstruction,,Zone 4,QE2,2024,3,66,254,85,756
12month_rolling,,Thoroscopy / Pleuroscopy,,Total,Provincial,2024,3,9,22,15,181
2022_q3,,Ear Tubes  (Pediatric),,Total,Provincial,2022,3,34,98,45,103
2022_q3,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2022,3,40,105,45,182
2023_q4,,Tendon / Ligament Repair,,Total,Provincial,2023,4,127,712,80,384
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Nocon, Brian",,,,,162,206,29,108
2022_q3,,Breast Reconstruction,,Total,Provincial,2022,3,156,492,110,471
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Murray, Angus",,,,,55,70,149,368
12month_rolling,Urology,Kidney Stone Surgery,"Miller, M Dale",,,,,30,284,42,170
2022_q3,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2022,3,13,118,39,119
2024_q3,,Breast Cancer Surgery,,Zone 3,St. Martha's Regional,2024,3,10,25,27,34
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Hoogerboord, C Marius",,,,,14,28,22,33
12month_rolling,Oral Maxillofacial,All,"Robertson, Chad G",,,,,191,431,235,424
2024_q1,,Breast Cancer Surgery,,Zone 2,Aberdeen Hospital,2024,1,10,21,19,36
2023_q2,,Orthopaedic Trauma,,Zone 4,QE2,2023,2,,,22,77
2023_q4,,Bowel Resection,,Zone 3,Cape Breton Regional,2023,4,17,36,22,77
2023_q4,,Hernia Repair - Umbilical,,Total,Provincial,2023,4,65,315,106,317
12month_rolling,,Pancreas Surgery,,Total,Provincial,2024,3,12,24,24,64
2022_q3,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2022,3,54,83,178,282
2024_q1,,Lacrimal Duct Probing,,Total,Provincial,2024,1,,,76,224
3month_rolling,,Knee Scope,,Zone 1,Yarmouth Regional,2024,3,73,134,,
2022_q4,,AV Fistula Creation/Closure,,Zone 4,QE2,2022,4,,,41,195
12month_rolling,Ophthalmology,Cataract Surgery,"Pollmann, Andre",,,,,29,125,86,127
12month_rolling,General Surgery,Hernia Repair - Ventral,"Minor, Samuel",,,,,44,54,91,283
2024_q1,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2024,1,83,234,247,303
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Corsten, P Gerard",,,,,85,277,119,222
2023_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,Dartmouth General,2023,2,16,52,24,55
2023_q3,,Breast Reduction Surgery,,Total,Provincial,2023,3,597,1491,106,365
12month_rolling,Orthopaedic,All,"Gillis, Megan",,,,,126,537,276,464
2024_q3,,Shoulder Arthroscopy,,Zone 4,QE2,2024,3,79,161,148,646
12month_rolling,,Cardioversion,,Total,Provincial,2024,3,26,62,13,25
2024_q1,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2024,1,57,164,107,328
12month_rolling,Obstetrics/Gynaecology,All,"Vermeer, Julie",,,,,84,866,69,173
3month_rolling,,Bladder Cancer Surgery,,Zone 4,Dartmouth General,2024,3,38,103,44,72
3month_rolling,,Carpal Tunnel Surgery,,Zone 4,Hants Community Hospital,2024,3,,,27,41
2024_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Glace Bay,2024,1,,,181,317
12month_rolling,Vascular Surgery,Aneurysm Repair,"Lee, Min S",,,,,37,188,57,177
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Lamey, Alicia",,,,,,,700,813
2024_q3,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2024,3,93,214,121,195
2023_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2023,4,32,176,244,531
2024_q1,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2024,1,37,249,95,304
2024_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,Cape Breton Regional,2024,3,15,38,20,91
2022_q4,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2022,4,56,323,83,230
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Enright, Jonathan Boyde",,,,,14,104,31,73
2024_q3,,Melanoma Excision,,Total,Provincial,2024,3,13,25,21,44
2024_q2,,Endometrial Ablation,,Zone 1,Valley Regional,2024,2,,,92,168
2022_q3,,Hernia Repair - Inguinal/Femoral,,Zone 4,Hants Community Hospital,2022,3,94,114,53,137
2023_q3,,Pacemaker Insertion,,Zone 1,Valley Regional,2023,3,,,4,9
12month_rolling,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2024,3,92,571,80,319
2022_q4,,Cataract Surgery,,Zone 4,QE2,2022,4,109,287,73,273
2023_q2,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2023,2,20,57,33,78
2023_q1,,Back Surgery  (Pediatric),,IWK,IWK,2023,1,,,379,480
2023_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,Cape Breton Regional,2023,2,37,77,75,108
12month_rolling,Obstetrics/Gynaecology,All,"Findley, Rachelle",,,,,12,26,35,81
12month_rolling,Vascular Surgery,Aneurysm Repair,"McDonald, Joey",,,,,2,2,33,95
2023_q1,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2023,1,65,281,209,611
12month_rolling,General Surgery,Gastric Surgery,"Giacomantonio, Carman Anthony",,,,,90,175,85,162
2024_q2,,Cornea and External Disease,,Zone 4,QE2,2024,2,83,169,159,432
12month_rolling,General Surgery,All,"Archibald, Alison",,,,,60,431,30,240
2023_q3,,Orthopaedic Trauma,,Total,Provincial,2023,3,14,150,15,143
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2024,3,33,130,47,106
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Tynski, Gregory",,,,,567,576,181,223
2023_q3,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2023,3,7,14,19,31
3month_rolling,,Breast Reduction Surgery,,Total,Provincial,2024,3,294,1573,75,296
2022_q3,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2022,3,62,337,72,643
12month_rolling,Orthopaedic,All,"O'Brien, David A",,,,,483,666,347,619
2024_q1,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2024,1,219,737,385,629
2023_q4,,Hip Replacement Revision,,Total,Provincial,2023,4,,,46,139
2024_q3,,Male Circumcision  (Adult),,Total,Provincial,2024,3,120,350,149,286
2024_q2,,Manipulation of Extremity,,Total,Provincial,2024,2,,,44,113
2023_q4,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2023,4,24,342,24,135
2023_q3,,Nerve Surgery,,Zone 4,QE2,2023,3,148,268,48,86
2023_q1,,Brain Surgery  (Adult),,Zone 4,QE2,2023,1,27,357,45,85
2024_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 1,Valley Regional,2024,1,43,301,32,109
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Tucker, Allison",,,,,39,93,36,68
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Enright, Jonathan Boyde",,,,,55,125,58,115
2024_q3,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2024,3,,,33,75
12month_rolling,General Surgery,Hernia Repair - Incisional,"Faryniuk, Andrea Marie",,,,,67,98,103,118
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2024,3,106,549,144,772
12month_rolling,Urology,Kidney Stone Surgery,"Paterson, Nicholas",,,,,20,67,51,116
2024_q3,,Aneurysm Repair,,Total,Provincial,2024,3,34,63,47,169
2023_q3,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2023,3,71,112,47,140
2023_q1,,Bowel Resection,,Zone 1,South Shore Regional,2023,1,13,41,24,54
2024_q3,,Thoroscopy / Pleuroscopy,,Zone 4,QE2,2024,3,,,15,35
2023_q1,,Knee Scope,,Zone 1,South Shore Regional,2023,1,76,247,140,299
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Corsten, P Gerard",,,,,232,349,141,368
2022_q3,,Knee Scope,,Zone 4,Dartmouth General,2022,3,48,364,152,396
2024_q3,,Ear Tubes  (Pediatric),,Zone 3,Cape Breton Regional,2024,3,,,52,245
2023_q2,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2023,2,88,519,111,436
12month_rolling,General Surgery,Lymph Node Biopsy,"Giacomantonio, Carman Anthony",,,,,30,41,41,64
12month_rolling,Otolaryngology (ENT),Septoplasty,"Wallace, Timothy D",,,,,158,815,43,104
12month_rolling,Urology,Male Reproductive System Surgery,"Himmelman, Jeffrey George",,,,,,,382,938
2024_q3,,Kidney Removal,,Zone 3,Cape Breton Regional,2024,3,,,42,163
2024_q3,,Bone / Cartilage Graft,,Total,Provincial,2024,3,179,314,180,325
2023_q4,,Hip Arthroscopy,,Total,Provincial,2023,4,84,353,279,666
2023_q4,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2023,4,72,402,83,453
3month_rolling,,Septoplasty,,Zone 3,Glace Bay,2024,3,,,355,363
2024_q3,,Prostate Surgery,,Zone 2,Colchester East Hants Health Centre,2024,3,,,111,412
3month_rolling,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2024,3,101,225,175,252
2023_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2023,3,23,152,29,85
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Enright, Jonathan Boyde",,,,,257,532,139,199
2023_q4,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2023,4,125,172,80,188
2024_q1,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2024,1,,,69,422
2023_q4,,Pacemaker Insertion,,Zone 2,Aberdeen Hospital,2023,4,,,30,59
12month_rolling,Ophthalmology,All,"Celo, Erdit",,,,,43,60,16,17
2022_q3,,Carotid Endarterectomy,,Total,Provincial,2022,3,,,24,336
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2024,3,94,608,104,306
2023_q1,,Kidney Removal,,Zone 3,Cape Breton Regional,2023,1,,,77,245
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Robertson, Chad G",,,,,269,433,251,424
2023_q3,,Shoulder Surgery,,Zone 1,Valley Regional,2023,3,90,498,212,346
2022_q3,,Male Circumcision  (Adult),,Zone 4,QE2,2022,3,,,246,344
12month_rolling,Orthopaedic,Shoulder Surgery,"Johnston, David G",,,,,302,717,535,778
2022_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Martha's Regional,2022,3,118,422,111,262
12month_rolling,Plastic Surgery,Breast Reduction Surgery,"Stein, John D",,,,,1005,1259,73,114
2023_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 4,QE2,2023,1,30,123,40,132
12month_rolling,Obstetrics/Gynaecology,All,"Salama, Hani",,,,,12,39,41,82
2023_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2023,4,,,192,397
2024_q2,,Vitreoretinal Diseases,,Total,Provincial,2024,2,45,260,22,85
2023_q3,,Kidney Stone Surgery,,Zone 4,Dartmouth General,2023,3,72,292,,
2024_q2,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2024,2,20,86,43,157
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Dzierzanowski, Martin",,,,,37,50,62,109
3month_rolling,,Cataract Surgery,,Total,Provincial,2024,3,104,294,62,160
12month_rolling,Plastic Surgery,Breast Reconstruction,"Singh, Ashvir",,,,,84,140,175,191
12month_rolling,Vascular Surgery,All,"Heisler, Benjamin",,,,,17,91,39,92
2024_q2,,Hip Replacement,,Zone 3,Cape Breton Regional,2024,2,160,316,86,159
2022_q3,,Gastrointestinal Tract Surgery,,Zone 3,Cape Breton Regional,2022,3,,,62,225
12month_rolling,General Surgery,Breast Cancer Surgery,"MacFarlane, David",,,,,15,30,32,44
2022_q4,,Breast Reconstruction,,Zone 4,QE2,2022,4,611,944,99,726
12month_rolling,Plastic Surgery,Breast Augmentation,"Nel, Corne",,,,,107,173,139,160
2023_q4,,Cardiac Valve Replacement,,Total,Provincial,2023,4,,,23,89
12month_rolling,Urology,Male Circumcision  (Pediatric),"Keefe, Daniel",,,,,101,594,42,899
12month_rolling,Orthopaedic,Back Surgery  (Pediatric),"El-Hawary, Rany",,,,,,,315,706
2022_q3,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2022,3,,,29,47
2022_q4,,Prostate Cancer Surgery,,Total,Provincial,2022,4,35,90,147,200
2024_q3,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2024,3,109,1345,120,459
2023_q4,,Hysteroscopy,,Zone 3,Cape Breton Regional,2023,4,,,70,135
12month_rolling,General Surgery,Gallbladder Surgery,"Johnson, Kevin",,,,,27,49,27,69
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2024,3,35,192,47,76
2022_q3,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2022,3,,,387,987
2024_q3,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2024,3,34,158,55,259
12month_rolling,Urology,Cystoscopy,"Asim, Hammad",,,,,27,132,27,174
2022_q4,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2022,4,13,77,31,53
12month_rolling,Orthopaedic,Knee Scope,"Boudreau, Dennis Todd",,,,,77,132,99,118
2023_q2,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2023,2,21,137,48,378
12month_rolling,Otolaryngology (ENT),Gastrointestinal Tract Surgery,"Taylor, S. Mark",,,,,155,202,625,1091
12month_rolling,Dental,All,"Fitzpatrick, Shannon",,,,,134,616,252,881
12month_rolling,General Surgery,Gallbladder Surgery,"Sahi, Chakshu",,,,,27,494,36,88
2023_q4,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2023,4,66,242,135,612
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2024,3,50,275,46,155
3month_rolling,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2024,3,73,436,75,156
3month_rolling,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2024,3,15,91,34,45
12month_rolling,,Breast Augmentation,,Total,Provincial,2024,3,90,173,52,139
2023_q3,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2023,3,59,428,96,509
2023_q1,,Cardioversion,,Total,Provincial,2023,1,,,8,19
2024_q2,,Lymph Node Biopsy,,Total,Provincial,2024,2,16,1097,21,79
12month_rolling,Cardiac Surgery,Aneurysm Repair,"Herman, Christine",,,,,,,35,103
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Weise, Lutz",,,,,71,85,108,194
2023_q3,,Gallbladder Surgery,,Zone 1,Valley Regional,2023,3,22,226,44,91
2024_q1,,Brain Surgery  (Adult),,Zone 4,QE2,2024,1,34,338,41,160
2023_q4,,Prostate Surgery,,Zone 4,Dartmouth General,2023,4,26,91,254,841
2022_q4,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2022,4,120,499,60,252
2022_q4,,Bowel Resection,,Zone 1,Yarmouth Regional,2022,4,,,8,41
2022_q3,,Cardioversion,,Total,Provincial,2022,3,,,13,26
2022_q3,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2022,3,10,22,43,72
2024_q3,,Knee Replacement - Partial,,Zone 4,QE2,2024,3,182,217,58,100
12month_rolling,,Knee Replacement - Partial,,Zone 3,Cape Breton Regional,2024,3,154,187,,
2023_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2023,1,113,146,116,204
2023_q2,,Breast Cancer Surgery,,Zone 1,Valley Regional,2023,2,18,52,36,52
2023_q4,,Knee Scope,,Zone 4,Hants Community Hospital,2023,4,78,159,62,265
2023_q2,,Head and Neck Surgery,,Zone 4,Dartmouth General,2023,2,39,268,106,643
2024_q1,,Kidney / Upper Urinary Tract,,Total,Provincial,2024,1,41,140,54,229
12month_rolling,General Surgery,Gastric Surgery - Laparoscopic,"Kelly, Ryan Patrick",,,,,328,706,79,121
2022_q3,,Endometrial Ablation,,Zone 1,Valley Regional,2022,3,,,249,323
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Corsten, Martin",,,,,40,89,146,992
2024_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Cape Breton Regional,2024,3,65,99,52,391
